village_id,village,district,block,state,is_core_sample,latitude,longitude,distance_to_border_km,village_source,district_verified,ndbi_before,ndbi_after,ndbi_before_image_count,ndbi_after_image_count,lights_before,lights_after,lights_before_image_count,lights_after_image_count
60,Tepang,Anjaw,Unknown,Arunachal Pradesh,True,27.9688421,96.7188848,37.9259149195321,control (non-VVP),True,-0.23549776299638375,-0.24127779449272718,48,58,0.16030022389894116,0.1485381592754965,4,4
61,Blom,Anjaw,Unknown,Arunachal Pradesh,True,28.0783604,96.5876028,37.96428159431192,control (non-VVP),True,-0.23766430601040262,-0.25451658164233726,24,29,0.4092410732659378,0.2477790148862238,4,4
62,布拉母哈岗,Anjaw,Unknown,Arunachal Pradesh,True,28.0669816,96.5559722,38.103619818542384,control (non-VVP),True,-0.14757076234473465,-0.15685780609300737,24,29,0.952528117478095,1.1413835827575491,4,4
63,Kamba,Anjaw,Unknown,Arunachal Pradesh,True,28.0665856,96.5608784,38.29061279666109,control (non-VVP),True,-0.21711181252964917,-0.24112309983741426,24,29,0.6537318801135656,0.6400724584641664,4,4
64,Chillang,Anjaw,Unknown,Arunachal Pradesh,True,28.0356469,96.4227016,38.30913224271945,control (non-VVP),True,-0.2106862461258331,-0.27522387455047065,24,29,0.29578195973362087,0.20704036358025577,4,4
65,Chingraliang 266703,Anjaw,Unknown,Arunachal Pradesh,True,28.0460551,96.4835718,38.5057562974661,control (non-VVP),True,-0.21100016345293368,-0.2534946800897536,24,29,0.24744173231122232,0.17729467004702965,4,4
66,Mele 266697,Anjaw,Unknown,Arunachal Pradesh,True,28.0533163,96.5470204,39.31156367802646,control (non-VVP),True,-0.21497089207191797,-0.25590044412700313,24,29,0.3144623039170538,0.13812084563753824,4,4
67,Karangliang,Anjaw,Unknown,Arunachal Pradesh,True,28.0328845,96.4619146,39.35483127096242,control (non-VVP),True,-0.22455419804284982,-0.24846259775944785,24,29,0.19399944268407898,0.13589743753207834,4,4
68,Naraliang,Anjaw,Unknown,Arunachal Pradesh,True,28.0272329,96.4412739,39.516581462951535,control (non-VVP),True,-0.21256513416352651,-0.2313848091892499,24,29,0.29672259949064356,0.19349552334288353,4,4
69,Takaliang,Anjaw,Unknown,Arunachal Pradesh,True,28.0190688,96.4160791,40.05087119190448,control (non-VVP),True,-0.24391771053014016,-0.28754272277922355,24,29,0.41105598924958253,0.23567350471429446,4,4
70,Chiphugam 266713,Anjaw,Unknown,Arunachal Pradesh,True,28.0127703,96.4014324,40.608662519250345,control (non-VVP),True,-0.25360394966601574,-0.24800210080485346,24,29,0.3245399110762613,0.16152439312699626,4,4
71,Khorlang,Anjaw,Unknown,Arunachal Pradesh,True,28.0257952,96.487329,40.77244573605165,control (non-VVP),True,-0.20697034626919017,-0.25295721383437547,24,29,0.3964463525113807,0.1570077418572212,4,4
72,Tummla,Anjaw,Unknown,Arunachal Pradesh,True,28.0474659,96.582792,40.9916149981248,control (non-VVP),True,-0.2019029865127694,-0.22107951515131746,24,29,0.15406879514322452,0.19262584580537723,4,4
73,Matong,Anjaw,Unknown,Arunachal Pradesh,True,28.0593901,96.6181031,41.1988576731284,control (non-VVP),True,-0.22236821782087288,-0.2540616365206969,24,29,0.42225663706792144,0.19535398264044687,4,4
74,Paya,Anjaw,Unknown,Arunachal Pradesh,True,28.0083682,96.4228615,41.3081896196448,control (non-VVP),True,-0.25121594786484436,-0.2669863077128354,24,29,0.36329180490666974,0.2679955680521488,4,4
75,Supnung,Anjaw,Unknown,Arunachal Pradesh,True,28.0571961,96.6182474,41.42029518150113,control (non-VVP),True,-0.21616342128272054,-0.24472856370990065,24,29,0.39715393044359787,0.18961794174390775,4,4
76,Bruini,Dibang Valley,Unknown,Arunachal Pradesh,True,29.1545325,96.1488625,4.739801400488968,control (non-VVP),True,-0.2701834857944,-0.25011869057908914,98,118,0.29032960584043793,0.27867038962561325,4,4
77,Andrala Omkar,Dibang Valley,Unknown,Arunachal Pradesh,True,29.0623725,95.6169709,12.5097504539976,control (non-VVP),True,-0.3017596186832545,-0.33076595035817274,25,31,0.2886710877005312,0.1868909202012773,4,4
78,阿进,Dibang Valley,Unknown,Arunachal Pradesh,True,29.0685,96.0265797,14.471694450516267,control (non-VVP),True,-0.2376288659035832,-0.21081827013607787,98,118,0.3804460303111223,0.21365363242736474,4,4
79,Mawu,Dibang Valley,Unknown,Arunachal Pradesh,True,29.0571162,96.0144078,15.67462930303044,control (non-VVP),True,-0.2166293847599576,-0.2208838884871113,98,118,0.3883717074467425,0.22998628714693742,4,4
80,阿普衣,Dibang Valley,Unknown,Arunachal Pradesh,True,29.0043871,95.9701987,20.09789314478475,control (non-VVP),True,-0.24677518394801673,-0.23761130408479403,98,118,0.37169045559922903,0.025894620301432983,4,4
81,Dambuen,Dibang Valley,Unknown,Arunachal Pradesh,True,28.931081,95.9752764,21.21593602485472,control (non-VVP),True,-0.20956741480842203,-0.24435181871078324,98,118,0.3478779362604306,0,4,4
82,Basam,Dibang Valley,Unknown,Arunachal Pradesh,True,29.0406371,95.8135986,21.81207441458054,control (non-VVP),True,-0.26319412562974837,-0.22231141341947747,49,59,0.3867211690102343,0.1911668606317228,4,4
83,Rilley,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8599437,95.9809166,22.764206356793835,control (non-VVP),True,-0.21019968837408676,-0.2540773272001797,196,236,0.41418045598018516,0.09567604889932846,4,4
84,dian,Dibang Valley,Unknown,Arunachal Pradesh,True,28.9488654,95.6849583,23.39036782499988,control (non-VVP),True,-0.31791932170236487,-0.2693912137419192,49,59,0.35398015455479387,0.07745589927463178,4,4
85,埃巴尼,Dibang Valley,Unknown,Arunachal Pradesh,True,29.0173756,95.8081057,23.9627626264192,control (non-VVP),True,-0.23559673828725625,-0.24920427629767347,49,59,0.3644593799349767,0.11480790538596794,4,4
86,Atalin,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8368966,95.9659782,25.176539267310137,control (non-VVP),True,-0.18551362406160926,-0.20140228841898217,196,236,0.4166022141335419,0.26451932473406614,4,4
87,Ahunli,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8345474,95.9597204,25.83864178208416,control (non-VVP),True,-0.16564698167303543,-0.18250367131680997,196,236,0.4592793344785381,0.23369832796424458,4,4
88,Abali,Dibang Valley,Unknown,Arunachal Pradesh,True,28.99724,95.8076255,26.034179785880767,control (non-VVP),True,-0.24767743177499693,-0.2346808532108439,49,59,0.37370299083073577,0.10785674672178198,4,4
89,Beyanli,Dibang Valley,Unknown,Arunachal Pradesh,True,28.9959135,95.8079275,26.18250955105191,control (non-VVP),True,-0.24890319630761626,-0.23381239899541262,49,59,0.3754139276580851,0.10662828891930219,4,4
90,Awalin,Dibang Valley,Unknown,Arunachal Pradesh,True,28.7056681,96.1699665,26.211338075489483,control (non-VVP),True,-0.23995798244025382,-0.2214247295444327,48,57,0.4065264029340251,0.1673404863319381,4,4
91,Singo,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8257925,95.9457494,27.496207989464107,control (non-VVP),True,-0.18134746155199116,-0.1896229998228776,196,236,0.4024752470919795,0.25482673075857476,4,4
92,Mihundo,Dibang Valley,Unknown,Arunachal Pradesh,True,28.829056,95.9393137,27.89030060387755,control (non-VVP),True,-0.20403258422401715,-0.21773548024433134,196,236,0.37524862335531756,0.25442817556923925,4,4
93,Akolin,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8236778,95.9416852,27.95640540054999,control (non-VVP),True,-0.18272144367255713,-0.1839596098257952,196,236,0.3565528583323116,0.24673457977070687,4,4
94,Ayongo,Dibang Valley,Unknown,Arunachal Pradesh,True,28.8230669,95.9418373,27.97493894289717,control (non-VVP),True,-0.18142439736641053,-0.18052304903105557,196,236,0.35137087303203535,0.24219230611573206,4,4
