village_id,village,district,block,state,is_core_sample,latitude,longitude,ndbi_before,ndbi_after,ndbi_before_image_count,ndbi_after_image_count,lights_before,lights_after,lights_before_image_count,lights_after_image_count,ndbi_change,lights_change
102,Pachang,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.0250521,93.4720132,-0.2301862453413153,-0.1882314305856593,50,60,0.3887541687594637,0.3271996687198507,4,4,0.04195481475565599,-0.06155450003961305
103,Pado I,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,27.9756026,93.5757879,-0.2435206521045208,-0.2681890386379147,50,60,0.3720418906744632,0.289994406833329,4,4,-0.0246683865333939,-0.0820474838411342
104,Pagam,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.049312,93.4584998,-0.3158282044089014,-0.2370239873145267,25,30,0.3338535909494643,0.3598342521085265,4,4,0.07880421709437471,0.02598066115906217
105,Pape,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.0129617,93.4902587,-0.2580965191306212,-0.2334909728496681,50,60,0.3556437249420485,0.3803079917150386,4,4,0.0246055462809531,0.024664266772990107
106,Pariang,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.0328165,93.4803814,-0.3154115146903462,-0.2432223709993692,25,30,0.3529040419426563,0.2571689095828937,4,4,0.07218914369097698,-0.09573513235976261
107,Passik,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.0360017,93.4705453,-0.3089771685145402,-0.2238472384618316,25,30,0.3507488811334682,0.3165033366738554,4,4,0.08512993005270861,-0.03424554445961281
108,Pilop,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.004125,93.5674707,-0.2355300877317119,-0.21964007907779,50,60,0.3668580306398922,0.3034756790458886,4,4,0.0158900086539219,-0.06338235159400357
109,Rashik,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.0080613,93.5508476,-0.2803804591920462,-0.2798287439729284,50,60,0.3953216701207797,0.3462358909253342,4,4,0.0005517152191177876,-0.04908577919544549
110,Yarba-I,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,27.96349,93.5654022,-0.2524356765232599,-0.261892107657375,50,60,0.3596317926184547,0.2772757464139036,4,4,-0.009456431134115095,-0.08235604620455106
111,Bala,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9431025,93.1252507,-0.2720646219284013,-0.2570357759960593,98,121,0.3465100174751112,0.3631423843384319,4,4,0.015028845932341994,0.016632366863320702
112,Chaching,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9375989,93.2339474,-0.2897243740231963,-0.2632253455458361,98,121,0.4138081963865826,0.3466463423356778,4,4,0.026499028477360187,-0.0671618540509048
113,Chulu,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.8792111,93.0545229,-0.2645435668376306,-0.2805245898925819,98,120,0.3891010012862156,0.3706465051256194,4,4,-0.015981023054951304,-0.01845449616059619
114,Gane,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9643147,93.0391329,-0.2381267265996641,-0.238037423111569,196,237,0.3919966248344918,0.2129302594404252,4,4,8.930348809510491e-05,-0.17906636539406662
115,Haraiho,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9804475,93.1383943,-0.289861767780243,-0.2956799927553541,98,121,0.3918100548856084,0.3570418956226476,4,4,-0.0058182249751111415,-0.034768159262960785
116,Kapu,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.8879985,93.075251,-0.2454225430251127,-0.2388880808530475,98,120,0.3086338178541465,0.2889921559398412,4,4,0.006534462172065214,-0.01964166191430533
117,Koropu,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9899045,93.2023371,-0.3062958207847183,-0.2602004095551576,98,121,0.3953492235384073,0.2874528827133305,4,4,0.04609541122956068,-0.10789634082507676
118,Machane,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9220981,93.0770012,-0.2980959326613911,-0.2990369115592729,98,120,0.3580168502719215,0.3105730354451061,4,4,-0.0009409788978818057,-0.04744381482681537
