system:index,after_image_count,before_image_count,block,district,is_core_sample,lights_after,lights_before,ndbi_after,ndbi_before,state,village,village_id,.geo
000000000000000000e9,9,6,Dharchula or Kanalichhina (unresolved),Pithoragarh,true,0.46285713245460486,0.35387132530514,-0.1151833993198364,-0.128671978599367,Uttarakhand,Garbyang,234,"{""type"":""Point"",""coordinates"":[80.85752597178686,30.12513824765078]}"
000000000000000000ea,9,6,Dharchula or Kanalichhina (unresolved),Pithoragarh,true,0.4816976993916982,0.34366923244211,-0.0574876340471161,-0.11587718133594481,Uttarakhand,Gunji,235,"{""type"":""Point"",""coordinates"":[80.85081056560037,30.186575741965157]}"
000000000000000000eb,6,2,Dharchula or Kanalichhina (unresolved),Pithoragarh,true,0.5965648820642037,0.3790512491858512,-0.036522714298748656,-0.08190673882210264,Uttarakhand,Kuti,236,"{""type"":""Point"",""coordinates"":[80.75992070882798,30.307881127023105]}"
000000000000000000ec,6,2,Dharchula or Kanalichhina (unresolved),Pithoragarh,true,0.4937637646555376,0.3406910765341725,-0.004632971661513279,-0.05454182380761186,Uttarakhand,Navi,237,"{""type"":""Point"",""coordinates"":[80.83730840761054,30.204973992911672]}"
000000000000000000ed,6,2,Dharchula or Kanalichhina (unresolved),Pithoragarh,true,0.48166575105573634,0.3122577129941155,-0.1243764197139923,-0.1617615264699673,Uttarakhand,Rongkong (Raung Kong),238,"{""type"":""Point"",""coordinates"":[80.83163643107055,30.20334642102717]}"
000000000000000000ee,7,2,Dharchula or Kanalichhina (unresolved),Pithoragarh,true,0.4952112952846335,0.3572777134461408,-0.18690324017435997,-0.22915209150297636,Uttarakhand,Sela,239,"{""type"":""Point"",""coordinates"":[80.60565810788403,30.14725984797693]}"
000000000000000000ef,6,2,Dharchula or Kanalichhina (unresolved),Pithoragarh,true,0.431881893483745,0.37619757053604713,-0.1513028242458552,-0.21586381841345956,Uttarakhand,Tidang,240,"{""type"":""Point"",""coordinates"":[80.54869755102732,30.246002181704426]}"
000000000000000000f0,6,3,Dharchula or Kanalichhina (unresolved),Pithoragarh,true,0.3902674695745306,0.33911025592463506,-0.243550974244291,-0.22643331283231485,Uttarakhand,Amali,241,"{""type"":""Point"",""coordinates"":[80.32779814394065,29.70390034843491]}"
000000000000000000f1,12,10,Bhatwari,Uttarkashi,true,0.5492443047455821,0.42641928653159084,-0.2316180846205471,-0.22925828181834476,Uttarakhand,Bagori,242,"{""type"":""Point"",""coordinates"":[78.47463141893697,30.770245315254897]}"
000000000000000000f2,13,10,Bhatwari,Uttarkashi,true,1.7718446798694945,0.502179085083121,-0.06507361047371323,-0.13904141270148687,Uttarakhand,Dharali,243,"{""type"":""Point"",""coordinates"":[78.78152904894038,31.04084586268327]}"
000000000000000000f3,13,10,Bhatwari,Uttarkashi,true,1.0230005526568327,0.5368971869878799,-0.14985381251153668,-0.174554431423137,Uttarakhand,Harshil,244,"{""type"":""Point"",""coordinates"":[78.7572269481991,31.035049031313793]}"
000000000000000000f4,19,19,Bhatwari,Uttarkashi,true,0.415955957901593,0.35175080823078825,0.0865107141544429,0.08022728147940655,Uttarakhand,Jadung,245,"{""type"":""Point"",""coordinates"":[79.0397020817328,31.164799953766956]}"
000000000000000000f5,12,10,Bhatwari,Uttarkashi,true,1.5947483515843783,0.9305497825928277,-0.28191350026773526,-0.25992799725249954,Uttarakhand,Jaspur,246,"{""type"":""Point"",""coordinates"":[78.46364419394128,30.727214990089145]}"
000000000000000000f6,13,10,Bhatwari,Uttarkashi,true,0.7343108226157524,0.43029459479692816,-0.10267311237804849,-0.14887406200376874,Uttarakhand,Jhala,247,"{""type"":""Point"",""coordinates"":[78.71013438197366,31.02485552630561]}"
000000000000000000f7,13,10,Bhatwari,Uttarkashi,true,0.479470991294443,0.3858109549344163,-0.005931586977728767,-0.044980193572888766,Uttarakhand,Mukhawa,248,"{""type"":""Point"",""coordinates"":[78.79009944116511,31.054200870338338]}"
000000000000000000f8,19,19,Bhatwari,Uttarkashi,true,0.38268708898291937,0.38761388182381495,0.1304855270116255,0.12063695785947508,Uttarakhand,Nelang,249,"{""type"":""Point"",""coordinates"":[79.0304093151374,31.12195245174439]}"
000000000000000000f9,13,10,Bhatwari,Uttarkashi,true,0.5885378340450493,0.41643243306391947,-0.12502322499377852,-0.17107108248998076,Uttarakhand,Purali,250,"{""type"":""Point"",""coordinates"":[78.709996149841,31.029925524203374]}"
000000000000000000fa,13,10,Bhatwari,Uttarkashi,true,0.7189192108191778,0.41755731800758167,-0.09635761099063389,-0.1682211379805132,Uttarakhand,Sukki,251,"{""type"":""Point"",""coordinates"":[78.71079878803063,31.01400207434152]}"
000000000000000000fb,5,7,Unknown,Kinnaur,false,0.42300162008665143,0.38642394214772097,0.13446392801218043,-0.1439071569578205,Himachal Pradesh,Chhitkul,252,"{""type"":""Point"",""coordinates"":[78.46219052699786,31.388098357220358]}"
000000000000000000fc,13,7,Unknown,Kinnaur,false,1.0092609223204971,0.6783537962647868,-0.04526354155904133,-0.06783142736944668,Himachal Pradesh,Pooh,253,"{""type"":""Point"",""coordinates"":[78.58393290395904,31.761588202355938]}"
000000000000000000fd,13,7,Unknown,Kinnaur,false,0.6975964590795299,0.4964522994407887,0.01657459022169265,0.019725348844201875,Himachal Pradesh,Nako,254,"{""type"":""Point"",""coordinates"":[78.6270479520448,31.881373033954645]}"
000000000000000000fe,13,7,Unknown,Kinnaur,false,0.6143189054141697,0.4712072627730349,-0.09648216047381356,-0.09991900475949496,Himachal Pradesh,Leo,255,"{""type"":""Point"",""coordinates"":[78.59351997122394,31.883914721555115]}"
000000000000000000ff,13,7,Unknown,Kinnaur,false,0.7197843507582896,0.61456069401024,-0.20421348852551338,-0.20780375781797952,Himachal Pradesh,Chango,256,"{""type"":""Point"",""coordinates"":[78.59440287323254,31.977756503224885]}"
00000000000000000100,13,7,Unknown,Lahaul and Spiti,false,0.5010600518850921,0.38996545576137137,-0.15187970675454507,-0.11510585395226818,Himachal Pradesh,Gue,257,"{""type"":""Point"",""coordinates"":[78.5697128306996,32.13105147924025]}"
00000000000000000101,23,15,Unknown,Lahaul and Spiti,false,0.3790253761906345,0.3625161956762391,0.09044602284093843,0.11445099683916031,Himachal Pradesh,Lalung,258,"{""type"":""Point"",""coordinates"":[78.27071226866184,32.14926690704358]}"
