system:index,block,district,is_core_sample,lights_after,lights_before,ndbi_after,ndbi_before,state,village,village_id,.geo
000000000000000000ea,Dharchula or Kanalichhina (unresolved),Pithoragarh,True,0.5311372806313004,0.3464293494608421,0.0493282691845672,0.0136301092660854,Uttarakhand,Gunji,235,"{""type"":""Point"",""coordinates"":[80.85081056560037,30.186575741965157]}"
000000000000000000eb,Dharchula or Kanalichhina (unresolved),Pithoragarh,True,0.6818438681937357,0.3849654612390399,0.0691752866158011,-0.1475890885279693,Uttarakhand,Kuti,236,"{""type"":""Point"",""coordinates"":[80.75992070882798,30.307881127023105]}"
000000000000000000ec,Dharchula or Kanalichhina (unresolved),Pithoragarh,True,0.5484205226409803,0.3495227635103701,0.1053508342126791,0.0751587476652494,Uttarakhand,Navi,237,"{""type"":""Point"",""coordinates"":[80.83730840761054,30.204973992911672]}"
000000000000000000ed,Dharchula or Kanalichhina (unresolved),Pithoragarh,True,0.5424669686918216,0.3435425855842982,-0.0601966115197815,-0.1398326065947999,Uttarakhand,Rongkong (Raung Kong),238,"{""type"":""Point"",""coordinates"":[80.83163643107055,30.20334642102717]}"
000000000000000000ee,Dharchula or Kanalichhina (unresolved),Pithoragarh,True,0.4346386765085904,0.3374286414697587,0.0523306657987855,0.0905034181504164,Uttarakhand,Sela,239,"{""type"":""Point"",""coordinates"":[80.60565810788403,30.14725984797693]}"
000000000000000000ef,Dharchula or Kanalichhina (unresolved),Pithoragarh,True,0.5517798003639869,0.4171210508999181,-0.0306381755628023,-0.1357183172691059,Uttarakhand,Tidang,240,"{""type"":""Point"",""coordinates"":[80.54869755102732,30.246002181704426]}"
000000000000000000f0,Dharchula or Kanalichhina (unresolved),Pithoragarh,True,0.542252542540496,0.5523153189163021,-0.1449148438547874,-0.0947454856132364,Uttarakhand,Amali,241,"{""type"":""Point"",""coordinates"":[80.32779814394065,29.70390034843491]}"
000000000000000000f1,Bhatwari,Uttarkashi,True,0.6211673848871807,0.439026720022716,-0.134087924299635,-0.1716764626215,Uttarakhand,Bagori,242,"{""type"":""Point"",""coordinates"":[78.47463141893697,30.770245315254897]}"
000000000000000000f2,Bhatwari,Uttarkashi,True,1.8021089676385813,0.6082065744564628,0.0005321601556804409,-0.011231132347743,Uttarakhand,Dharali,243,"{""type"":""Point"",""coordinates"":[78.78152904894038,31.04084586268327]}"
000000000000000000f3,Bhatwari,Uttarkashi,True,1.4375098561316697,0.6565877306640983,-0.151774068191934,-0.1579854616334252,Uttarakhand,Harshil,244,"{""type"":""Point"",""coordinates"":[78.7572269481991,31.035049031313793]}"
000000000000000000f4,Bhatwari,Uttarkashi,True,0.4404779778259269,0.3678464045714102,-0.2098881830807576,-0.694768807980327,Uttarakhand,Jadung,245,"{""type"":""Point"",""coordinates"":[79.0397020817328,31.164799953766956]}"
000000000000000000f5,Bhatwari,Uttarkashi,True,2.039976288244552,1.338164663288734,-0.2900005581252279,-0.3099348201757984,Uttarakhand,Jaspur,246,"{""type"":""Point"",""coordinates"":[78.46364419394128,30.727214990089145]}"
000000000000000000f6,Bhatwari,Uttarkashi,True,0.9575180136835252,0.5426675583543003,0.0683746561707125,0.0762953403933953,Uttarakhand,Jhala,247,"{""type"":""Point"",""coordinates"":[78.71013438197366,31.02485552630561]}"
000000000000000000f7,Bhatwari,Uttarkashi,True,0.4256802667992713,0.3535463702089677,0.0444522490191872,0.0295094245014481,Uttarakhand,Mukhawa,248,"{""type"":""Point"",""coordinates"":[78.79009944116511,31.054200870338338]}"
000000000000000000f8,Bhatwari,Uttarkashi,True,0.3846493130974034,0.342766631451191,0.0993673971366525,0.0933621751609103,Uttarakhand,Nelang,249,"{""type"":""Point"",""coordinates"":[79.0304093151374,31.12195245174439]}"
000000000000000000f9,Bhatwari,Uttarkashi,True,0.7349828706560907,0.4952801681531442,0.0576790890081946,0.073157038089002,Uttarakhand,Purali,250,"{""type"":""Point"",""coordinates"":[78.709996149841,31.029925524203374]}"
000000000000000000fa,Bhatwari,Uttarkashi,True,1.1012308842880756,0.6155503963539175,-0.0087369904362586,-0.0155506815590085,Uttarakhand,Sukki,251,"{""type"":""Point"",""coordinates"":[78.71079878803063,31.01400207434152]}"
000000000000000000fb,Unknown,Kinnaur,False,0.4605816264497166,0.3978415977093266,-0.4163634868348435,-0.6003979222760787,Himachal Pradesh,Chhitkul,252,"{""type"":""Point"",""coordinates"":[78.46219052699786,31.388098357220358]}"
000000000000000000fc,Unknown,Kinnaur,False,1.0949190782508322,0.7567564906788993,0.0186229842539634,-0.0015076597462439,Himachal Pradesh,Pooh,253,"{""type"":""Point"",""coordinates"":[78.58393290395904,31.761588202355938]}"
000000000000000000fd,Unknown,Kinnaur,False,0.6997293799891989,0.5106457593548336,0.0832079856723044,0.0823958071852398,Himachal Pradesh,Nako,254,"{""type"":""Point"",""coordinates"":[78.6270479520448,31.881373033954645]}"
000000000000000000fe,Unknown,Kinnaur,False,0.610486115496128,0.4912580158083865,-0.011499813681171,-0.0207360968702512,Himachal Pradesh,Leo,255,"{""type"":""Point"",""coordinates"":[78.59351997122394,31.883914721555115]}"
000000000000000000ff,Unknown,Kinnaur,False,0.7478035108223005,0.6610374380541814,-0.0362509317924144,-0.0653842186009784,Himachal Pradesh,Chango,256,"{""type"":""Point"",""coordinates"":[78.59440287323254,31.977756503224885]}"
00000000000000000100,Unknown,Lahaul and Spiti,False,0.533921364104963,0.4197112937536047,-0.0608088450829316,-0.0590172595319823,Himachal Pradesh,Gue,257,"{""type"":""Point"",""coordinates"":[78.5697128306996,32.13105147924025]}"
00000000000000000101,Unknown,Lahaul and Spiti,False,0.3985655121424799,0.3596535309923904,-0.0066890988858975,-0.4271597054759475,Himachal Pradesh,Lalung,258,"{""type"":""Point"",""coordinates"":[78.27071226866184,32.14926690704358]}"
