village_id,village,district,block,state,is_core_sample,latitude,longitude,ndbi_before,ndbi_after,ndbi_before_image_count,ndbi_after_image_count,lights_before,lights_after,lights_before_image_count,lights_after_image_count
104,Pagam,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.049312,93.4584998,-0.30237879930684836,-0.2427901713970899,25,30,0.3445340285408829,0.3436236101720068,4,4
105,Pape,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.0129617,93.4902587,-0.26465148742490013,-0.2487222652325314,50,60,0.3588063727964737,0.3633177915384749,4,4
106,Pariang,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.0328165,93.4803814,-0.30476468713253785,-0.2317346011163769,50,60,0.35078312287437036,0.28964992652295196,4,4
107,Passik,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.0360017,93.4705453,-0.2844342753769765,-0.22204148781565783,25,30,0.36547479741389427,0.31861876390731225,4,4
108,Pilop,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.004125,93.5674707,-0.24051014389510966,-0.22888558474616866,50,60,0.3710879888114983,0.31031144984774084,4,4
109,Rashik,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,28.0080613,93.5508476,-0.26234303171171547,-0.27613547386857384,50,60,0.3857951671159724,0.3510995481024905,4,4
110,Yarba-I,Kurung Kumey,Parsi-Parlo,Arunachal Pradesh,True,27.96349,93.5654022,-0.25393953438924066,-0.2636125928215501,50,60,0.37026982075315856,0.2931425593907379,4,4
111,Bala,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9431025,93.1252507,-0.2706928845987764,-0.26572646043246734,98,121,0.3410363277806206,0.375000692870808,4,4
112,Chaching,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9375989,93.2339474,-0.293778605321555,-0.2629964577684674,98,121,0.39029771461875556,0.32788536452175715,4,4
113,Chulu,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.8792111,93.0545229,-0.2632022539770555,-0.2823845527904399,98,120,0.3813706523934393,0.3603470089621272,4,4
114,Gane,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9643147,93.0391329,-0.24514129913614036,-0.2503045583767198,196,237,0.3782229660592555,0.21002654302016946,4,4
115,Haraiho,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9804475,93.1383943,-0.2860356285325365,-0.2855125940290873,98,121,0.3818448580321675,0.36385419584679873,4,4
116,Kapu,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.8879985,93.075251,-0.25769742402935986,-0.25467413000553163,98,120,0.32032305458438415,0.323018419848219,4,4
117,Koropu,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9899045,93.2023371,-0.30642697031115856,-0.2618951178075106,98,121,0.3908915679511886,0.2803090194319033,4,4
118,Machane,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9220981,93.0770012,-0.29623538617153883,-0.2951626585064832,98,120,0.36381773846275967,0.3043987424804844,4,4
119,Malo,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9563848,93.1153543,-0.26193496168295505,-0.29430469550974375,98,121,0.3830217907101658,0.32212559189767137,4,4
120,Milli,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9506354,93.0574678,-0.28546715159960956,-0.26136359613533977,196,237,0.3654056300783277,0.26193964590194135,4,4
121,Namjo,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.942996,93.1849686,-0.28580041294171515,-0.2739267234672405,98,121,0.391741345093145,0.2929787826331749,4,4
122,New Sarli,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9582217,93.1705235,-0.2949742364580606,-0.3043042426381385,98,121,0.37185409398481595,0.3820561594521853,4,4
123,Riya,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.8776779,93.0467319,-0.2743794980310909,-0.28172058627358604,98,120,0.37251604303518043,0.3273625854136689,4,4
124,Sape,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9549291,93.1321419,-0.26512651298588286,-0.27185633088105204,98,121,0.3681529839280915,0.38957440404633326,4,4
125,Sarli,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9525582,93.163373,-0.27159429791761397,-0.2936949595034019,98,121,0.40572245352936587,0.4098019530500494,4,4
126,Sate,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9537376,93.1572444,-0.2741891179488723,-0.2895200011727533,98,121,0.40438370690538367,0.4148259030245141,4,4
127,Wabia,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9413919,93.1360402,-0.2728939200568983,-0.25860493663986067,98,121,0.34356854293432093,0.348362351898763,4,4
128,Walu,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.9413919,93.1360402,-0.2728939200568983,-0.25860493663986067,98,121,0.34356854293432093,0.348362351898763,4,4
129,Waru,Kurung Kumey,Sarli,Arunachal Pradesh,True,27.8852647,93.0448126,-0.28084762150786363,-0.2638840125565385,98,120,0.368724933183625,0.349909469435474,4,4
130,Chanli,Lower Dibang,Hunli-Desali,Arunachal Pradesh,True,28.2923493,96.0296242,-0.231351116519814,-0.2320237573930388,95,96,0.36039182051044893,0.26140568091039357,4,4
131,Broxer,Tawang,Jang-Thingbu,Arunachal Pradesh,True,27.622647,91.9631993,-0.22517612023254077,-0.263522472552299,24,30,0.4362102610418004,0.3122357759173862,4,4
132,Luguthang,Tawang,Jang-Thingbu,Arunachal Pradesh,True,27.5948234,92.1857466,-0.12959756148875912,-0.1552049694192677,24,29,0.31808501543889006,0.23818392147269307,4,4
133,Mago,Tawang,Jang-Thingbu,Arunachal Pradesh,True,27.6883395,92.2081099,-0.24675564837145889,-0.2661791936664295,24,29,0.3517351627980941,0.3175724410568979,4,4
134,Namazing,Tawang,Jang-Thingbu,Arunachal Pradesh,True,27.5506261,91.9768197,-0.22229912708507896,-0.22091393790546443,48,59,0.38869094145441313,0.33330234671925446,4,4
