system:index,after_image_count,before_image_count,block,district,is_core_sample,lights_after,lights_before,ndbi_after,ndbi_before,state,village,village_id,.geo,latitude,longitude,ndbi_before_image_count,ndbi_after_image_count,lights_before_image_count,lights_after_image_count
000000000000000000b7,1,0,Pipsorang,Kra daadi,True,0.2770603135849739,0.3507835331132474,-0.29764610383088735,-0.29186094038792615,Arunachal Pradesh,Hapuk (I),184,"{""type"":""Point"",""coordinates"":[93.58392969225194,28.096786819560368]}",28.0967863,93.5839299,25,30,4,4
000000000000000000b8,1,0,Pipsorang,Kra daadi,True,0.292033184499923,0.2891816623232363,-0.26435345572090707,-0.2823251420276094,Arunachal Pradesh,Kokso,185,"{""type"":""Point"",""coordinates"":[93.61159395518753,28.083815294595897]}",28.0838152,93.6115937,25,30,4,4
000000000000000000b9,1,0,Pipsorang,Kra daadi,True,0.2929012306143271,0.35568743245101264,-0.23038920389402337,-0.27082293257093953,Arunachal Pradesh,Richik,186,"{""type"":""Point"",""coordinates"":[93.65433889788586,28.064815065007163]}",28.064816,93.6543383,25,30,4,4
000000000000000000ba,0,0,Chungthang,North,True,1.2165513032980793,0.6308510039733456,-0.1480852306478738,-0.15622124045814378,Sikkim,Chungthang,187,"{""type"":""Point"",""coordinates"":[88.64651870520714,27.60423451719674]}",27.604236,88.6465196,24,31,4,4
000000000000000000bb,0,0,Chungthang,North,True,0.2935869548233058,0.35227424773484173,-0.21852853027456767,-0.18417313706347435,Sikkim,Tung,188,"{""type"":""Point"",""coordinates"":[88.64930118426449,27.547501374493752]}",27.5475,88.6493,24,31,4,4
000000000000000000bc,0,0,Kabi Tingda,North,True,0.288821878451371,0.44468714923439323,-0.23795421136490935,-0.23190962353755,Sikkim,Chawang,189,"{""type"":""Point"",""coordinates"":[88.59919872482797,27.441499624251236]}",27.4415,88.5992,24,31,4,4
000000000000000000bd,0,0,Kabi Tingda,North,True,0.28975222696174757,0.3786971040385338,-0.2361062177529526,-0.16275083149665895,Sikkim,Labi,190,"{""type"":""Point"",""coordinates"":[88.65840220951458,27.437299151058884]}",27.4373,88.6584,24,31,4,4
000000000000000000be,0,0,Kabi Tingda,North,True,0.3232953249745162,0.43716073331233524,-0.23022295604126772,-0.20018439444612135,Sikkim,Paney-Phensong,191,"{""type"":""Point"",""coordinates"":[88.61276776933362,27.434048466390923]}",27.4340487,88.6127695,24,31,4,4
000000000000000000bf,0,0,Kabi Tingda,North,True,0.28823876719126545,0.4824101111527239,-0.22139372215081765,-0.21478618734488628,Sikkim,Phamtam,192,"{""type"":""Point"",""coordinates"":[88.60999866757942,27.45570186110646]}",27.4557,88.61,24,31,4,4
000000000000000000c0,0,0,Kabi Tingda,North,True,0.6688695272055734,0.5310151700362045,-0.2590996844539514,-0.21601012807922487,Sikkim,Phodong,193,"{""type"":""Point"",""coordinates"":[88.58386833540622,27.413032723126033]}",27.4130306,88.5838702,24,31,4,4
000000000000000000c1,0,0,Kabi Tingda,North,True,0.30722911676085024,0.5081123074276992,-0.23754553729748207,-0.21411056275663234,Sikkim,Ramthang,194,"{""type"":""Point"",""coordinates"":[88.55094679232865,27.403985207088592]}",27.4039854,88.550947,24,31,4,4
000000000000000000c2,0,0,Kabi Tingda,North,True,0.3035770142949852,0.49551339354366053,-0.2658987353486089,-0.2448533087141399,Sikkim,Rongong,195,"{""type"":""Point"",""coordinates"":[88.56349916179408,27.409202355321124]}",27.4092,88.5635,24,31,4,4
000000000000000000c3,0,0,Kabi Tingda,North,True,0.36877954019604436,0.42494375593080297,-0.21230401838803514,-0.20192199019437232,Sikkim,Tangyek,196,"{""type"":""Point"",""coordinates"":[88.52700141967163,27.42069791783691]}",27.4207,88.527,24,31,4,4
000000000000000000c4,0,0,Kabi Tingda,North,True,0.416335567413891,0.4896380370848642,-0.212038309706238,-0.21937652019884843,Sikkim,Tingchim,197,"{""type"":""Point"",""coordinates"":[88.5277327122444,27.460758481701067]}",27.4607586,88.5277316,24,31,4,4
000000000000000000c5,0,0,Kabi Tingda,North,True,0.33672904375545143,0.5061284813135031,-0.2339227468527559,-0.15136488354056107,Sikkim,Tingda,198,"{""type"":""Point"",""coordinates"":[88.62719742034257,27.395700197331294]}",27.3957,88.6272,24,31,4,4
000000000000000000c6,0,0,Kabi Tingda,North,True,0.33749721492982915,0.4772160297844617,-0.260799764863902,-0.218199313490283,Sikkim,Tumlong,199,"{""type"":""Point"",""coordinates"":[88.58983015351468,27.41987298414202]}",27.4198712,88.5898311,24,31,4,4
000000000000000000c7,0,0,Lachen,North,True,0.3793191960513858,0.5748744416715843,-0.24884452300212995,-0.15318037317734212,Sikkim,Lachen,200,"{""type"":""Point"",""coordinates"":[88.54690684677422,27.730547472737705]}",27.7305455,88.5469054,24,31,4,4
000000000000000000c8,0,0,Lachung,North,True,0.27416944816093913,0.4371599673959058,-0.31682947758281405,-0.12357162753122969,Sikkim,Lachung,201,"{""type"":""Point"",""coordinates"":[88.71526466614812,27.779401383879254]}",27.7794,88.7152648,24,31,4,4
000000000000000000c9,0,0,Passingdang,North,True,0.23720237937103322,0.45053004914400524,-0.26195551013641355,-0.24501964171486895,Sikkim,Barfok,202,"{""type"":""Point"",""coordinates"":[88.49099863776611,27.49769767482781]}",27.4977,88.491,24,31,4,4
000000000000000000ca,0,0,Passingdang,North,True,0.29613995824522144,0.3847827294811977,-0.2221188008106836,-0.2238296663641864,Sikkim,Gor,203,"{""type"":""Point"",""coordinates"":[88.49841858191904,27.430280526000764]}",27.4302826,88.4984203,24,31,4,4
000000000000000000cb,0,0,Passingdang,North,True,0.32552514342622385,0.48102514920287953,-0.23109184163611163,-0.22624193448334623,Sikkim,Hee-Gyathang,204,"{""type"":""Point"",""coordinates"":[88.49910082438022,27.481600320024874]}",27.4816,88.4991,24,31,4,4
000000000000000000cc,0,0,Passingdang,North,True,0.2748852105850869,0.33348823758415785,-0.22633387095089716,-0.19421419945960042,Sikkim,Lingdem,205,"{""type"":""Point"",""coordinates"":[88.45693110571779,27.54948121536148]}",27.5494817,88.4569319,24,31,4,4
000000000000000000cd,0,0,Passingdang,North,True,0.3664446953457043,0.4314475077000483,-0.24493116172072754,-0.2287223590441839,Sikkim,Lingdong,206,"{""type"":""Point"",""coordinates"":[88.51946107979026,27.507307037597986]}",27.5073091,88.5194632,24,31,4,4
000000000000000000ce,0,0,Passingdang,North,True,0.31888261245685556,0.45703159696496093,-0.24723429769944744,-0.2085864904021359,Sikkim,Lingthem,207,"{""type"":""Point"",""coordinates"":[88.5014686070396,27.522472440280758]}",27.5224732,88.5014686,24,31,4,4
000000000000000000cf,0,0,Passingdang,North,True,0.2830660347139399,0.41333518679213443,-0.15834353407175933,-0.17217546366060088,Sikkim,Lingzah-Tolung,208,"{""type"":""Point"",""coordinates"":[88.446603827678,27.571000837045407]}",27.571,88.4466,24,31,4,4
000000000000000000d0,0,0,Passingdang,North,True,0.2872315373863416,0.3942617449984454,-0.251865411575625,-0.2545870746368931,Sikkim,Lum,209,"{""type"":""Point"",""coordinates"":[88.48000249456831,27.394001279829933]}",27.394,88.48,24,31,4,4
000000000000000000d1,0,0,Passingdang,North,True,0.35766311353585856,0.3841957250783897,-0.23317829460710976,-0.20695659178449566,Sikkim,Namok,210,"{""type"":""Point"",""coordinates"":[88.53758286647145,27.450466876469715]}",27.4504654,88.5375829,24,31,4,4
000000000000000000d2,0,0,Passingdang,North,True,0.24539966322059262,0.3890334421139455,-0.24881400216370356,-0.1695966937024533,Sikkim,Sakyong-Pentong,211,"{""type"":""Point"",""coordinates"":[88.40489785552512,27.579700543200676]}",27.5797,88.4049,24,31,4,4
000000000000000000d3,0,0,Passingdang,North,True,0.3351638817787171,0.46064166247844696,-0.26392759883162425,-0.1739420660763628,Sikkim,Salim Pakel,212,"{""type"":""Point"",""coordinates"":[88.5518029397309,27.537900929925684]}",27.5379,88.5518,24,31,4,4
000000000000000000d4,0,0,Passingdang,North,True,0.2952306081024413,0.3968672612922935,-0.24409626169579085,-0.23023620512151755,Sikkim,Sangtok,213,"{""type"":""Point"",""coordinates"":[88.5039969173369,27.409099795996898]}",27.4091,88.504,24,31,4,4
000000000000000000d5,0,0,Passingdang,North,True,0.32531843425175333,0.4166648125182317,-0.21864215939683598,-0.20157422746259354,Sikkim,Sheyam,214,"{""type"":""Point"",""coordinates"":[88.5280002583076,27.436701631517725]}",27.4367,88.528,24,31,4,4
000000000000000000d6,0,0,Passingdang,North,True,0.295673068191401,0.42495757078423213,-0.27040107149521203,-0.21043212016994764,Sikkim,Shipgyer,215,"{""type"":""Point"",""coordinates"":[88.63361406675847,27.55444419483396]}",27.5544461,88.6336147,24,31,4,4
000000000000000000d7,0,0,Passingdang,North,True,0.29454392546143493,0.45228308363008546,-0.25825262914537256,-0.2196588998672562,Sikkim,Tingbong,216,"{""type"":""Point"",""coordinates"":[88.49839628641378,27.552401926551482]}",27.5524,88.4984,24,31,4,4
000000000000000000d8,0,0,Passingdang,North,True,0.483145340056264,0.4851290734127314,-0.21246641973240799,-0.200192623932663,Sikkim,Zimchung,217,"{""type"":""Point"",""coordinates"":[88.53209817217574,27.490300026180147]}",27.4903,88.5321,24,31,4,4
000000000000000000d9,9,9,Joshimath,Chamoli,True,0.5164439601759458,0.4466109949902727,-0.038354405969715163,-0.040558200045992004,Uttarakhand,Bampa,218,"{""type"":""Point"",""coordinates"":[79.82971655627074,30.74366461387531]}",30.7436664,79.8297153,24,30,4,4
000000000000000000da,9,9,Joshimath,Chamoli,True,0.6271081220459293,0.4173837816070866,0.023668877142574166,0.004586379401506821,Uttarakhand,Gamsali,219,"{""type"":""Point"",""coordinates"":[79.82618940733747,30.75599848738915]}",30.7559986,79.8261873,24,30,4,4
000000000000000000db,9,9,Joshimath,Chamoli,True,0.4416520836838487,0.42398249278052885,0.045357091661662435,0.0714586266637463,Uttarakhand,Gurguti,220,"{""type"":""Point"",""coordinates"":[79.8758013656581,30.7737992187945]}",30.7738,79.8758,24,30,4,4
000000000000000000dc,5,5,Joshimath,Chamoli,True,9.61591963577682,3.650337121247474,-0.0983583779642883,-0.08876822030362048,Uttarakhand,Joshimath,221,"{""type"":""Point"",""coordinates"":[79.5612608364491,30.555575272339908]}",30.5555752,79.5612607,24,29,4,4
000000000000000000dd,14,14,Joshimath,Chamoli,True,0.4977439737699011,0.38583059308298845,0.045753513459347535,0.03624495450631896,Uttarakhand,Kailashpur,222,"{""type"":""Point"",""coordinates"":[79.86390002494646,30.714800852756355]}",30.7148,79.8639,48,60,4,4
000000000000000000de,5,5,Joshimath,Chamoli,True,1.3321202680061426,0.7889836207765047,-0.2055082929885006,-0.2099192022220597,Uttarakhand,Mahargaon,223,"{""type"":""Point"",""coordinates"":[79.42058065731392,30.40611066412945]}",30.4061118,79.4205814,24,29,4,4
000000000000000000df,14,14,Joshimath,Chamoli,True,0.7274836150189155,0.4313864679641079,-0.015435792725500394,-0.03530227841559012,Uttarakhand,Malari,224,"{""type"":""Point"",""coordinates"":[79.88937041016375,30.684550311209776]}",30.6845508,79.8893688,48,60,4,4
000000000000000000e0,9,9,Joshimath,Chamoli,True,0.4969408665933917,0.3644542974489991,0.11283465012059402,0.04283077853729187,Uttarakhand,Mana,225,"{""type"":""Point"",""coordinates"":[79.41097129454376,30.96712354496665]}",30.9671228,79.4109692,24,29,4,4
000000000000000000e1,6,2,Munsyari,Pithoragarh,True,0.5044755442958812,0.37299727687369233,-0.04666196413841465,-0.050954071714742775,Uttarakhand,Bilju,226,"{""type"":""Point"",""coordinates"":[80.16590602109424,30.394940615990578]}",30.3949398,80.1659059,24,29,4,4
000000000000000000e2,6,2,Munsyari,Pithoragarh,True,0.4590532400867156,0.36305708095480405,-0.09930679078043232,-0.12748550405928358,Uttarakhand,Burphu,227,"{""type"":""Point"",""coordinates"":[80.1842329264239,30.36665653800857]}",30.3666548,80.1842308,24,29,4,4
000000000000000000e3,6,2,Munsyari,Pithoragarh,True,0.449457833010944,0.3521522428485414,-0.07960893153036237,-0.10792884789435658,Uttarakhand,Martoli,228,"{""type"":""Point"",""coordinates"":[80.19315558763185,30.34824936885995]}",30.3482498,80.1931552,24,29,4,4
000000000000000000e4,6,2,Munsyari,Pithoragarh,True,0.4765948789070321,0.3494602001415345,-0.16538944931132682,-0.1355870103652344,Uttarakhand,Rilkot,229,"{""type"":""Point"",""coordinates"":[80.20803114874614,30.310445110128832]}",30.3104468,80.2080315,24,29,4,4
000000000000000000e5,6,2,Munsyari,Pithoragarh,True,0.4128994565619074,0.3532472845652829,-0.15977748344684722,-0.19241837547874155,Uttarakhand,Tola,230,"{""type"":""Point"",""coordinates"":[80.2121156853111,30.33568808119239]}",30.3356863,80.2121168,24,29,4,4
000000000000000000e6,6,2,Dharchula or Kanalichhina (unresolved),Pithoragarh,True,0.49888678145305315,0.376882443674724,-0.27910626948793665,-0.2991348105396518,Uttarakhand,Baling,231,"{""type"":""Point"",""coordinates"":[80.54798855395981,30.209223516215612]}",30.2092254,80.5479905,24,29,4,4
000000000000000000e7,7,2,Dharchula or Kanalichhina (unresolved),Pithoragarh,True,0.4001043890858745,0.3673076917836953,-0.2406701263687057,-0.22711065890930424,Uttarakhand,Dar,232,"{""type"":""Point"",""coordinates"":[80.60294697444353,30.069216661339514]}",30.069216,80.602947,24,31,4,4
000000000000000000e8,6,2,Dharchula or Kanalichhina (unresolved),Pithoragarh,True,0.43810373835846317,0.32364983743815207,-0.16593073374025832,-0.16323258890215311,Uttarakhand,Dugtu,233,"{""type"":""Point"",""coordinates"":[80.5679028992645,30.20999939979891]}",30.21,80.5679,24,29,4,4
000000000000000000e9,9,6,Dharchula or Kanalichhina (unresolved),Pithoragarh,True,0.46285713245460486,0.35387132530514,-0.16518673247693724,-0.15320006544967515,Uttarakhand,Garbyang,234,"{""type"":""Point"",""coordinates"":[80.85752597178686,30.12513824765078]}",30.1251387,80.8575277,49,59,4,4
000000000000000000ea,9,6,Dharchula or Kanalichhina (unresolved),Pithoragarh,True,0.4816976993916982,0.34366923244211,-0.10918726062912376,-0.11804796214015459,Uttarakhand,Gunji,235,"{""type"":""Point"",""coordinates"":[80.85081056560037,30.186575741965157]}",30.1865763,80.8508108,49,58,4,4
000000000000000000eb,6,2,Dharchula or Kanalichhina (unresolved),Pithoragarh,True,0.5965648820642037,0.3790512491858512,-0.09519205479078849,-0.09864077635131605,Uttarakhand,Kuti,236,"{""type"":""Point"",""coordinates"":[80.75992070882798,30.307881127023105]}",30.3078792,80.7599224,24,29,4,4
000000000000000000ec,6,2,Dharchula or Kanalichhina (unresolved),Pithoragarh,True,0.493712869414402,0.3406875660054886,-0.05398367833603455,-0.08621931217516934,Uttarakhand,Navi,237,"{""type"":""Point"",""coordinates"":[80.83730840761054,30.204973992911672]}",30.2049725,80.8373063,24,36,4,4
000000000000000000ed,6,2,Dharchula or Kanalichhina (unresolved),Pithoragarh,True,0.4815628467150271,0.3122464205162002,-0.14724407795655403,-0.17895693557226375,Uttarakhand,Rongkong (Raung Kong),238,"{""type"":""Point"",""coordinates"":[80.83163643107055,30.20334642102717]}",30.2033451,80.8316381,24,31,4,4
000000000000000000ee,7,2,Dharchula or Kanalichhina (unresolved),Pithoragarh,True,0.4952112952846335,0.3572777134461408,-0.21909055146016426,-0.23212798389452835,Uttarakhand,Sela,239,"{""type"":""Point"",""coordinates"":[80.60565810788403,30.14725984797693]}",30.1472581,80.6056591,24,31,4,4
000000000000000000ef,6,2,Dharchula or Kanalichhina (unresolved),Pithoragarh,True,0.43190330994721926,0.376171269502429,-0.21308890871316688,-0.23341818060406538,Uttarakhand,Tidang,240,"{""type"":""Point"",""coordinates"":[80.54869755102732,30.246002181704426]}",30.246,80.5487,24,29,4,4
000000000000000000f0,6,3,Dharchula or Kanalichhina (unresolved),Pithoragarh,True,0.3902674695745306,0.33911025592463506,-0.22910550268735838,-0.232366989912705,Uttarakhand,Amali,241,"{""type"":""Point"",""coordinates"":[80.32779814394065,29.70390034843491]}",29.7039,80.3278,24,29,4,4
000000000000000000f1,12,10,Bhatwari,Uttarkashi,True,0.5492443047455821,0.42641928653159084,-0.1880100800312073,-0.2392111328647426,Uttarakhand,Bagori,242,"{""type"":""Point"",""coordinates"":[78.47463141893697,30.770245315254897]}",30.7702443,78.4746317,44,53,4,4
000000000000000000f2,13,10,Bhatwari,Uttarkashi,True,1.7718446798694945,0.502179085083121,-0.12592672782324685,-0.16937249829443168,Uttarakhand,Dharali,243,"{""type"":""Point"",""coordinates"":[78.78152904894038,31.04084586268327]}",31.0408468,78.7815312,48,60,4,4
000000000000000000f3,13,10,Bhatwari,Uttarkashi,True,1.0230005526568327,0.5368971869878799,-0.16042806148667654,-0.17486037721003292,Uttarakhand,Harshil,244,"{""type"":""Point"",""coordinates"":[78.7572269481991,31.035049031313793]}",31.0350501,78.7572289,48,60,4,4
000000000000000000f4,19,19,Bhatwari,Uttarkashi,True,0.415932792264928,0.35177688438405263,0.055900737828575076,0.052120900231052175,Uttarakhand,Jadung,245,"{""type"":""Point"",""coordinates"":[79.0397020817328,31.164799953766956]}",31.1648,79.0397,48,60,4,4
000000000000000000f5,12,10,Bhatwari,Uttarkashi,True,1.5944769916503088,0.9304107352520002,-0.2558427058892374,-0.23938585879999544,Uttarakhand,Jaspur,246,"{""type"":""Point"",""coordinates"":[78.46364419394128,30.727214990089145]}",30.727214,78.4636435,44,53,4,4
000000000000000000f6,13,10,Bhatwari,Uttarkashi,True,0.7343108226157524,0.43029459479692816,-0.1773130119062683,-0.1745351325816256,Uttarakhand,Jhala,247,"{""type"":""Point"",""coordinates"":[78.71013438197366,31.02485552630561]}",31.0248573,78.7101354,48,60,4,4
000000000000000000f7,13,10,Bhatwari,Uttarkashi,True,0.479470991294443,0.3858109549344163,-0.035505706997492725,-0.08093746003440508,Uttarakhand,Mukhawa,248,"{""type"":""Point"",""coordinates"":[78.79009944116511,31.054200870338338]}",31.0542,78.7901,48,60,4,4
000000000000000000f8,19,19,Bhatwari,Uttarkashi,True,0.38258125247960495,0.3876408440255654,0.10877370185673406,0.10492821212983616,Uttarakhand,Nelang,249,"{""type"":""Point"",""coordinates"":[79.0304093151374,31.12195245174439]}",31.121954,79.0304088,48,60,4,4
000000000000000000f9,13,10,Bhatwari,Uttarkashi,True,0.5885378340450493,0.41643243306391947,-0.18710674475958997,-0.1941299267663329,Uttarakhand,Purali,250,"{""type"":""Point"",""coordinates"":[78.709996149841,31.029925524203374]}",31.0299258,78.7099965,48,60,4,4
000000000000000000fa,13,10,Bhatwari,Uttarkashi,True,0.7189192108191778,0.41755731800758167,-0.16574649233183214,-0.18458405309068202,Uttarakhand,Sukki,251,"{""type"":""Point"",""coordinates"":[78.71079878803063,31.01400207434152]}",31.014,78.7108,48,60,4,4
000000000000000000fb,5,7,Unknown,Kinnaur,False,0.42295258816588543,0.3864331835688188,0.0547369277978362,-0.15462205206857565,Himachal Pradesh,Chhitkul,252,"{""type"":""Point"",""coordinates"":[78.46219052699786,31.388098357220358]}",31.3881,78.46219,24,31,4,4
000000000000000000fc,13,7,Unknown,Kinnaur,False,1.0092609223204971,0.6783537962647868,-0.05157209552368299,-0.08133323158049849,Himachal Pradesh,Pooh,253,"{""type"":""Point"",""coordinates"":[78.58393290395904,31.761588202355938]}",31.76159,78.5839324,24,31,4,4
000000000000000000fd,13,7,Unknown,Kinnaur,False,0.6975964590795299,0.4964522994407887,-0.0010439264712228224,0.006358216080565997,Himachal Pradesh,Nako,254,"{""type"":""Point"",""coordinates"":[78.6270479520448,31.881373033954645]}",31.8813748,78.6270483,24,31,4,4
000000000000000000fe,13,7,Unknown,Kinnaur,False,0.6143329727484297,0.4712033062505366,-0.10669186588493175,-0.09373672180224676,Himachal Pradesh,Leo,255,"{""type"":""Point"",""coordinates"":[78.59351997122394,31.883914721555115]}",31.8839167,78.5935199,24,31,4,4
000000000000000000ff,13,7,Unknown,Kinnaur,False,0.7197843507582896,0.61456069401024,-0.2023405960425279,-0.18888447466418165,Himachal Pradesh,Chango,256,"{""type"":""Point"",""coordinates"":[78.59440287323254,31.977756503224885]}",31.9777573,78.5944015,24,31,4,4
00000000000000000100,13,7,Unknown,Lahaul and Spiti,False,0.5009925783692905,0.3899601845667874,-0.1414011223434142,-0.12979814982387855,Himachal Pradesh,Gue,257,"{""type"":""Point"",""coordinates"":[78.5697128306996,32.13105147924025]}",32.1310531,78.5697113,24,31,4,4
00000000000000000101,23,15,Unknown,Lahaul and Spiti,False,0.37906756578265,0.36250540237168993,0.06244485749593519,0.10153767501232555,Himachal Pradesh,Lalung,258,"{""type"":""Point"",""coordinates"":[78.27071226866184,32.14926690704358]}",32.14927,78.27071,48,62,4,4
